,video_name,transcript,Comment (на документ),start,end,glosses,speaker,is_train
1285,RSLM-n1-s44-d-seg78,Не правильно.,,131.72,132.72,нет ?,s44,False
1286,RSLM-n1-s44-d-seg79,"Конечно, глухие - не инвалиды.",,133.08,135.33,конечно конечно INDX инвалид инвалид не ОТР глухой не,s44,False
1287,RSLM-n1-s44-d-seg80,?,,135.34,136.07,не.будет закрыть.дверь закрыть.дверь,s44,False
1288,RSLM-n1-s44-d-seg81,Закрыто.,,136.07,136.84,закрыть.дверь закрыть.дверь ?т-и-п,s44,False
1289,RSLM-n1-s44-d-seg82,?,,136.84,137.54,закрыть.дверь ?т-и-п INDX,s44,False
1290,RSLM-n1-s44-d-seg83,Много времени закрыто.,,137.55,139.34,закрыть.дверь много время закрыть никто никто,s44,False
1291,RSLM-n1-s44-d-seg84,Никого.,,139.34,141.0,никто никто не закрыть,s44,False
1292,RSLM-n1-s44-d-seg85,Закрыто.,,141.0,141.59,закрыть,s44,False
1293,RSLM-n1-s44-d-seg86,Глухих пожалели.,,141.61,142.77,глухой жалко,s44,False
1294,RSLM-n1-s44-d-seg87,Пустили.,,142.78,143.69,пустить пустить,s44,False
1295,RSLM-n1-s44-d-seg88,И ещё нас накормили.,,143.7,145.59,и ещё я кормить кормить я,s44,False
1296,RSLM-n1-s44-d-seg89,Я думала.,,145.6,146.57,помнить PRTCL INDX ехать,s44,False
1297,RSLM-n1-s44-d-seg90,Ехали примерно час.,,146.57,149.89,ехать 1 INDX час ехать.на.автобус ехать.на.автобус ?не ехать.на.автобус когда,s44,False
1298,RSLM-n1-s44-d-seg91,Когда мы приехали.,,149.9,150.88,INDX я приехать голодный,s44,False
1299,RSLM-n1-s44-d-seg92,Голодные.,,150.88,152.14,голодный INDX,s44,False
1300,RSLM-n1-s44-d-seg93,Они ещё предложили.,,152.14,153.44,INDX ещё предложить кормить кормить,s44,False
1301,RSLM-n1-s44-d-seg94,Покормить.,,153.44,154.69,кормить кормить я,s44,False
1302,RSLM-n1-s44-d-seg95,Я думаю.,,154.69,155.16,кормить я думать,s44,False
1303,RSLM-n1-s44-d-seg96,Предвкушаю еду.,,155.16,156.28,кормить предвкушать предвкушать есть расставить,s44,False
1304,RSLM-n1-s44-d-seg97,Расставленную на столе.,,156.28,158.37,?всё стол стол,s44,False
1305,RSLM-n1-s44-d-seg98,Стоит длинный деревянный стол.,,158.37,162.87,стол стол деревянный стол деревянный тарелка,s44,False
1306,RSLM-n1-s44-d-seg99,Тарелки простые.,,162.87,164.34,тарелка простой ладно,s44,False
1307,RSLM-n1-s44-d-seg100,Ладно.,,164.34,164.67,ладно INDX,s44,False
1308,RSLM-n1-s44-d-seg101,Еду принесли.,,164.68,166.7,еда принести принести,s44,False
1309,RSLM-n1-s44-d-seg102,Сердце рызрывается.,,166.71,169.01,сердце разорваться разорваться,s44,False
1310,RSLM-n1-s44-d-seg103,В тарелки щи с кусками капусты.,,169.14,172.44,тарелка тарелка щ-и INDX капуста кусок кусок я,s44,False
1311,RSLM-n1-s44-d-seg104,Я отлично помню.,,172.44,173.1,помнить хорошо,s44,False
1312,RSLM-n1-s44-d-seg105,Куски капусты.,,173.21,174.94,кусок,s44,False
1313,RSLM-n1-s44-d-seg106,Не аккуратно порезаные кусочки.,,174.96,176.75,порезать аккуратно кусочек кусочек не,s44,False
1314,RSLM-n1-s44-d-seg107,А большие куски.,,176.76,178.29,куски картошка,s44,False
1315,RSLM-n1-s44-d-seg108,Картошка целиком.,,178.31,180.92,целиком суп,s44,False
1316,RSLM-n1-s44-d-seg109,Суп,,180.92,181.68,суп масло масло,s44,False
1317,RSLM-n1-s44-d-seg110,Масла.,,181.68,182.48,масло л-у-к,s44,False
1318,RSLM-n1-s44-d-seg111,Лука.,,182.48,183.08,масло л-у-к ничего ничего,s44,False
1319,RSLM-n1-s44-d-seg112,Ничего не было.,,183.08,184.53,ничего ничего вода,s44,False
1320,RSLM-n1-s44-d-seg113,Только вода.,,184.53,185.33,ничего вода есть,s44,False
1321,RSLM-n1-s44-d-seg114,Ем.,,185.33,186.3,ничего есть,s44,False
1322,RSLM-n1-s44-d-seg115,Капуста противная.,,186.3,187.72,капуста капуста я противный противный,s44,False
1323,RSLM-n1-s44-d-seg116,Что поделать.,,187.91,188.56,вежливый ладно,s44,False
1324,RSLM-n1-s44-d-seg117,Ладно.,,188.56,188.81,ладно есть,s44,False
1325,RSLM-n1-s44-d-seg118,Ем.,,188.81,189.9,есть ладно,s44,False
1326,RSLM-n1-s44-d-seg119,Ладно.,,189.9,190.19,ладно второе,s44,False
1327,RSLM-n1-s44-d-seg120,Второе будет лучше.,,190.19,191.52,второе будет лучше лучше ?рыба,s44,False
1328,RSLM-n1-s44-d-seg121,Рыба.,,191.52,191.94,?рыба принести принести,s44,False
1329,RSLM-n1-s44-d-seg122,Принесли.,,191.94,192.33,принести принести ещё,s44,False
1330,RSLM-n1-s44-d-seg123,Ещё хуже.,,192.34,193.13,хуже варить,s44,False
1331,RSLM-n1-s44-d-seg124,?Варёная рыба.,,193.14,194.21,?рыба кошмар,s44,False
1332,RSLM-n1-s44-d-seg125,Кошмар.,,194.21,195.1,кошмар умереть,s44,False
1333,RSLM-n1-s44-d-seg126,Умерла.,,195.1,196.45,умереть я,s44,False
1334,RSLM-n1-s44-d-seg127,Я рыбу ненавижу.,,196.45,197.36,я рыба ненавидеть ещё,s44,False
1335,RSLM-n1-s44-d-seg128,Варёная ещё хуже.,,197.36,198.81,ещё хуже варить варить я,s44,False
1336,RSLM-n1-s44-d-seg129,Есть невозможно.,,198.81,200.51,варить я есть невозможно INDX,s44,False
1337,RSLM-n1-s44-d-seg130,Картошка варёная целиком.,,200.51,203.69,варить картошка целиком варить картошка целиком,s44,False
1338,RSLM-n1-s44-d-seg131,?Рыба.,,203.77,204.74,?рыба,s44,False
1339,RSLM-n1-s44-d-seg132,Картошку ем.,,204.97,206.83,картошка съесть,s44,False
1340,RSLM-n1-s44-d-seg133,Я голодная.,,206.843,207.483,голод голод терпеть,s44,False
1341,RSLM-n1-s44-d-seg134,Поэтому терплю.,,207.483,208.683,голод терпеть ладно,s44,False
1342,RSLM-n1-s44-d-seg135,Ладно.,,208.683,210.013,голод ладно,s44,False
1343,RSLM-n1-s44-d-seg136,Точно.,,211.64,212.7,голод INDX точно да-да,s44,False
1344,RSLM-n1-s44-d-seg137,Да-да.,,212.7,213.1,да-да точно,s44,False
1345,RSLM-n1-s44-d-seg138,Точно.,,213.1,213.96,точно,s44,False
1346,RSLM-n1-s44-d-seg139,Вынуждена есть картошку.,,214.59,216.36,картошка есть вынужден компот,s44,False
1347,RSLM-n1-s44-d-seg140,Пью компот.,,216.36,217.47,компот пить,s44,False
1348,RSLM-n1-s44-d-seg141,Самым вкусным был компот.,,217.48,219.53,сам вкусный быть:PST это компот пить,s44,False
1349,RSLM-n1-s44-d-seg142,Пью.,,219.53,220.85,пить ??,s44,False
1350,RSLM-n1-s44-d-seg143,Вкусно.,,221.25,221.84,вкусно отлично,s44,False
1351,RSLM-n1-s44-d-seg144,Отлично.,,221.84,221.96,отлично пить,s44,False
1352,RSLM-n1-s44-d-seg145,Выпил.,,221.96,222.55,пить всё всё живот,s44,False
1353,RSLM-n1-s44-d-seg146,Вода в животе болтается.,,222.55,224.01,вода болтаться болтаться гулять.,s44,False
1354,RSLM-n1-s44-d-seg147,Гуляю.,,224.01,224.95,болтаться гулять. думать,s44,False
1355,RSLM-n1-s44-d-seg148,Думаю.,,224.95,225.52,болтаться думать люди,s44,False
1356,RSLM-n1-s44-d-seg149,Как люди живут в монастыре?,,225.52,228.1,болтаться люди как жить монастырь в монастырь человек,s44,False
1357,RSLM-n1-s44-d-seg150,Мужчины #,,228.12,229.49,монастырь мужчина,s44,False
1358,RSLM-n1-s44-d-seg151,Думала.,,229.9,231.35,монастырь думать INDX INDX+PRTCL думать PRTCL худой,s44,False
1359,RSLM-n1-s44-d-seg152,Худые.,,231.35,232.28,худой тощий тощий не,s44,False
1360,RSLM-n1-s44-d-seg153,Нет.,,232.28,232.83,тощий не,s44,False
1361,RSLM-n1-s44-d-seg154,?Лица,,232.84,233.66,тощий лицо ?подбородок розовый,s44,False
1362,RSLM-n1-s44-d-seg155,Щёки розовые.,,233.66,234.98,розовый щека толстый,s44,False
1363,RSLM-n1-s44-d-seg156,Толстые.,,234.98,236.26,толстый,s44,False
1364,RSLM-n1-s44-d-seg157,Мужчины...,,236.4,237.27,мужчина,s44,False
1365,RSLM-n1-s44-d-seg158,Нет.,,237.41,238.17,не мужчина,s44,False
1366,RSLM-n1-s44-d-seg159,Мужской монастырь.,,238.19,239.88,монастырь не,s44,False
1367,RSLM-n1-s44-d-seg160,Нет.,,239.88,240.86,не мужской,s44,False
1368,RSLM-n1-s44-d-seg161,Мужской.,,240.86,241.22,мужской я,s44,False
1369,RSLM-n1-s44-d-seg162,Я думаю.,,241.23,241.69,помнить отлично,s44,False
1370,RSLM-n1-s44-d-seg163,Отлично.,,241.69,242.04,отлично я,s44,False
1371,RSLM-n1-s44-d-seg164,Я думаю.,,242.04,242.63,я думать воспринимать,s44,False
1372,RSLM-n1-s44-d-seg165,Воспринимаю.,,242.63,243.36,воспринимать мужчина,s44,False
1373,RSLM-n1-s44-d-seg166,Мужской.,,243.36,245.45,мужчина мужчина,s44,False
1374,RSLM-n1-s44-d-seg167,Все мужчины с толстыми розовыми щеками.,,245.56,248.31,мужчина все розовый толстый.щека,s44,False
1375,RSLM-n1-s44-d-seg168,С животиками.,,248.43,249.33,животик я,s44,False
1376,RSLM-n1-s44-d-seg169,Я не понимаю.,,249.33,250.4,я не.понимать достаточно,s44,False
1377,RSLM-n1-s44-d-seg170,Достаточно.,,250.4,250.78,достаточно нормально,s44,False
1378,RSLM-n1-s44-d-seg171,Нормально.,,250.78,251.77,нормально еда,s44,False
1379,RSLM-n1-s44-d-seg172,Еда простая.,,251.77,253.22,еда простой щека,s44,False
1380,RSLM-n1-s44-d-seg173,Щёки толстые.,,253.22,254.43,толстый красиво,s44,False
1381,RSLM-n1-s44-d-seg174,Красивые.,,254.43,255.45,красиво смотреть,s44,False
1382,RSLM-n1-s44-d-seg175,Смотрю.,,255.45,256.15,смотреть,s44,False
1383,RSLM-n1-s44-d-seg176,Лицо свежее.,,256.15,258.18,лицо INDX свежий свежий,s44,False
1384,RSLM-n1-s44-d-seg177,Оказывается.,,258.21,258.67,оказываться INDX,s44,False
1385,RSLM-n1-s44-d-seg178,Оказывается встают рано утром.,,258.67,260.24,INDX вставать утром рано 5,s44,False
1386,RSLM-n1-s44-d-seg179,В 5.,,260.24,260.88,5 молиться,s44,False
1387,RSLM-n1-s44-d-seg180,Молются.,,260.89,261.97,молиться молиться потом,s44,False
1388,RSLM-n1-s44-d-seg181,Потом идут.,,261.98,262.64,молиться идти идти,s44,False
1389,RSLM-n1-s44-d-seg182,Работать в поле.,,262.64,264.21,работать поле поле INDX,s44,False
1390,RSLM-n1-s44-d-seg183,Своё поле.,,264.25,265.27,свой поле,s44,False
1391,RSLM-n1-s44-d-seg184,Сами сажают.,,265.29,266.19,сам сажать сажать сам,s44,False
1392,RSLM-n1-s44-d-seg185,Сами собирают.,,266.19,267.6,cобирать собирать деньги,s44,False
1393,RSLM-n1-s44-d-seg186,"На деньги, которые зарабатывают продажей, строят.",,267.6,270.7,деньги продавать менять строить,s44,False
1394,RSLM-n1-s44-d-seg187,Никто не помогает.,,270.72,272.07,никто помогать помогать государство,s44,False
1395,RSLM-n1-s44-d-seg188,Ни государство.,,272.07,272.37,государство не,s44,False
1396,RSLM-n1-s44-d-seg189,Никто не помогает.,,272.37,273.06,не никто помогать чепуха,s44,False
1397,RSLM-n1-s44-d-seg190,Чепуха.,,273.06,273.65,чепуха сейчас,s44,False
1398,RSLM-n1-s44-d-seg191,Сейчас наверное лучше.,,273.66,274.76,наверное лучше лучше,s44,False
1399,RSLM-n1-s44-d-seg192,Я не знаю.,,274.78,275.8,не:знать,s44,False
1400,RSLM-n1-s44-d-seg193,После этого я гуляла.,,275.82,278.3,INDX INDX потом это это я земля CLF:человек:гулять,s44,False
1401,RSLM-n1-s44-d-seg194,Забор.,,278.32,279.68,забор забор церковь,s44,False
1402,RSLM-n1-s44-d-seg195,Стоит церковь.,,279.68,281.47,забор церковь стоять,s44,False
1403,RSLM-n1-s44-d-seg196,Стоят дома.,,281.53,282.6,забор дом:PL INDX,s44,False
1404,RSLM-n1-s44-d-seg197,Там служащий...,,282.6,283.36,INDX служащий служащий,s44,False
1405,RSLM-n1-s44-d-seg198,Кто-то...,,283.37,284.28,кто INDX ?священник,s44,False
1406,RSLM-n1-s44-d-seg199,Священник...,,284.3,286.92,INDX+PRTCL INDX,s44,False
1407,RSLM-n1-s44-d-seg200,Там тоже священники.,,289.09,292.61,тот.же тот.же священник священник все священник одежда,s44,False
1408,RSLM-n1-s44-d-seg201,Одежда очень бедная.,,292.61,294.72,одежда бедный очень ряса,s44,False
1409,RSLM-n1-s44-d-seg202,Ряса с дырками.,,294.72,296.09,ряса дырка помнить,s44,False
1410,RSLM-n1-s44-d-seg203,Помню.,,296.09,296.45,помнить ряса,s44,False
1411,RSLM-n1-s44-d-seg204,Ряса вся в дырках.,,296.46,298.15,весь дырки сам,s44,False
1412,RSLM-n1-s44-d-seg205,?Я сама помню.,,298.15,299.22,сам я помнить я,s44,False
1413,RSLM-n1-s44-d-seg206,Я смотрю.,,299.22,299.79,я смотреть я,s44,False
1414,RSLM-n1-s44-d-seg207,У меня впечатления на всю жизнь.,,299.79,302.7,я впечатление восприятие все жить,s44,False
1415,RSLM-n1-s44-d-seg208,Я гуляю.,,303.38,305.07,INDX CLF:человек:гулять,s44,False
1416,RSLM-n1-s44-d-seg209,А потом?,,305.08,305.88,?потом PRTCL PRTCL чай,s44,False
1417,RSLM-n1-s44-d-seg210,?Чай,,305.88,306.31,PRTCL что,s44,False
1418,RSLM-n1-s44-d-seg211,Что есть.,,306.32,306.92,PRTCL есть есть,s44,False
1419,RSLM-n1-s44-d-seg212,??,,306.95,308.5,я ?дура,s44,False
1420,RSLM-n1-s44-d-seg213,Не бывает.,,308.55,309.31,не.бывать не.бывать думать,s44,False
1421,RSLM-n1-s44-d-seg214,Не думала.,,309.32,310.25,не нужно,s44,False
1422,RSLM-n1-s44-d-seg215,Нужно.,,310.25,310.85,нужно,s44,False
1423,RSLM-n1-s44-d-seg216,Там сами дома.,,310.87,312.36,сам дом дом INDX,s44,False
1424,RSLM-n1-s44-d-seg217,У каждого свой дом.,,312.38,314.68,каждый INDX свой дом дом,s44,False
1425,RSLM-n1-s44-d-seg218,Там 2-3 человека.,,314.7,316.25,дом 2 3 человек PRTCL+INDX сам,s44,False
1426,RSLM-n1-s44-d-seg219,Сами вечером пьют чай с печеньем.,,316.25,319.65,дом сам ?хотеть вечер вечер ч-а-й пить печенье печенье 1,s44,False
1427,RSLM-n1-s44-d-seg220,"1 женщина, Баязитова, знаешь, принесла чай.",,319.67,325.82,INDX мама Б-а-я-з-и-т-о-в-а знать мама ?стараться принести чай ?пачка,s44,False
1428,RSLM-n1-s44-d-seg221,Я знаю...,,325.84,327.24,я INDX знать,s44,False
1429,RSLM-n1-s44-d-seg222,??,,327.26,329.22,?м-о-л-о-д-е-ц PRTCL INDX,s44,False
1430,RSLM-n1-s44-d-seg223,Мне стыдно.,,329.26,330.38,я стыдно,s44,False
1431,RSLM-n1-s44-d-seg224,Жалко было.,,330.39,331.47,жалко быть:PST ?дети,s44,False
1432,RSLM-n1-s44-d-seg225,Голодный.,,331.85,332.96,голодный,s44,False
1433,RSLM-n1-s44-d-seg226,Хотят чая.,,332.97,333.99,чай хотеть,s44,False
1434,RSLM-n1-s44-d-seg227,Правильно.,,334.0,334.19,правильно INDX,s44,False
1435,RSLM-n1-s44-d-seg228,?Я говорю: только чай.,,334.2,336.0,я ч-а-й 1 всё не:надо,s44,False
1436,RSLM-n1-s44-d-seg229,Больше ничего не нужно.,,336.0,336.3,1,s44,False
1437,RSLM-n1-s44-d-seg230,Только чай.,,336.3,336.87,1 INDX ч-а-й мама,s44,False
1438,RSLM-n1-s44-d-seg231,Мама Баязитова была умная.,,336.88,337.99,Баязитова INDX умный пачка пачка,s44,False
1439,RSLM-n1-s44-d-seg232,Пачки всем раздала.,,338.01,340.4,много пачка пачка дать раздать мальчик,s44,False
1440,RSLM-n1-s44-d-seg233,"Мальчик, брат благодарит.",,340.4,341.98,мальчик брать спасибо,s44,False
1441,RSLM-n1-s44-d-seg234,Берут.,,341.99,343.17,брать,s44,False
1442,RSLM-n1-s44-d-seg235,Смотрю удивлённо.,,343.18,345.11,смотреть ?удивиться смотреть,s44,False
1443,RSLM-n1-s44-d-seg236,Всё.,,345.12,345.56,всё сесть,s44,False
1444,RSLM-n1-s44-d-seg237,Сели.,,345.56,346.26,сесть домой,s44,False
1445,RSLM-n1-s44-d-seg238,Поехали домой.,,346.26,346.98,домой помнить,s44,False
1446,RSLM-n1-s44-d-seg239,На всю жизнь запомнила.,,346.98,350.69,помнить всё жизнь запомнить я,s44,False
1447,RSLM-n1-s44-d-seg240,Были вместе.,,357.54,358.47,вместе быть:PST,s44,False
1448,RSLM-n1-s44-d-seg241,Да.,,358.52,359.18,да,s44,False
1449,RSLM-n1-s44-d-seg242,Надя была.,,359.93,363.37,Н-а-д-я Н-а-д-я быть:PST,s44,False
1450,RSLM-n1-s44-d-seg243,Наверное.,,363.382,364.072,наверное,s44,False
1451,RSLM-n1-s44-d-seg244,Баязитова была.,,366.58,368.59,быть:PST,s44,False
1452,RSLM-n1-s44-d-seg245,Я [помню] потому что,,368.59,369.24,я потому что я,s44,False
1453,RSLM-n1-s44-d-seg246,Баязитова.,,369.46,369.9,Баязитова,s44,False
1454,RSLM-n1-s44-d-seg247,Эй.,,370.27,370.88,,s44,False
1455,RSLM-n1-s44-d-seg248,Карепова.,,371.05,372.61,К-а-р-е-п-о-в-а,s44,False
1456,RSLM-n1-s44-d-seg249,Дактиль.,,382.08,384.06,дактиль дактиль,s44,False
1457,RSLM-n1-s44-d-seg250,Я забыла что-то.,,389.82,392.1,я INDX забыть я что-то вспомнить,s44,False
1458,RSLM-n1-s44-d-seg251,Вспоминаю это.,,392.1,392.78,INDX,s44,False
1459,RSLM-n1-s44-d-seg252,правильно,,392.8,393.12,правильно помнить,s44,False
1460,RSLM-n1-s44-d-seg253,Ясно помню.,,393.12,394.46,ясно,s44,False
1461,RSLM-n1-s44-d-seg254,?В моей памяти это сильное воспоминание.,,394.48,398.76,INDX мой память был INDX я сильный О-п-т-и-н-а П-у-с-т-ы-н-ь,s44,False
1462,RSLM-n1-s44-d-seg255,Оптина Пустынь.,,398.76,400.57,,s44,False
1463,RSLM-n1-s44-d-seg256,Тоже вместе ездили в монастырь.,,402.31,406.35,тоже монастырь вместе вместе тоже ездить ездить быть:PST,s44,False
1464,RSLM-n1-s44-d-seg257,Сначала были в Каунасе.,,406.36,408.97,сначала К-а-у-н-а-с INDX,s44,False
1465,RSLM-n1-s44-d-seg258,Вместе гуляли по горам.,,408.98,413.4,вместе гулять гора нет,s44,False
1466,RSLM-n1-s44-d-seg259,Нет.,,413.4,413.81,нет ладно,s44,False
1467,RSLM-n1-s44-d-seg260,Ладно.,,413.81,414.24,ладно,s44,False
1468,RSLM-n1-s44-d-seg261,Раньше интернета нет было.,,414.25,415.78,раньше интернет интернет нет,s44,False
1469,RSLM-n1-s44-d-seg262,Что есть [то есть],,415.79,416.79,что INDX есть есть 2,s44,False
1470,RSLM-n1-s44-d-seg263,2-3 собрались и поехали.,,416.79,418.67,3 и собраться поехать поехать,s44,False
1471,RSLM-n1-s44-d-seg264,?,,418.72,422.52,INDX INDX ?? INDX память INDX голова,s44,False
1472,RSLM-n1-s44-d-seg265,Голова пустая.,,422.52,423.04,пустой пустой,s44,False
1473,RSLM-n1-s44-d-seg266,Что есть [то есть],,423.04,423.98,что есть ладно,s44,False
1474,RSLM-n1-s44-d-seg267,Ладно.,,423.98,424.26,ладно место,s44,False
1475,RSLM-n1-s44-d-seg268,Хожу в этом месте.,,424.27,426.42,земля CLF:человек:ходить гулять,s44,False
1476,RSLM-n1-s44-d-seg269,Гуляю.,,426.42,427.13,гулять центр,s44,False
1477,RSLM-n1-s44-d-seg270,Центр маленький.,,427.13,428.05,центр маленький земля CLF:человек:ходить,s44,False
1478,RSLM-n1-s44-d-seg271,Хожу.,,428.05,429.67,земля CLF:человек:ходить ходить гора CLF:человек:влезть,s44,False
1479,RSLM-n1-s44-d-seg272,Влез на гору.,,429.68,431.21,гора CLF:человек:влезть INDX что,s44,False
1480,RSLM-n1-s44-d-seg273,Там что-то типа столба.,,431.23,433.34,столб столб что,s44,False
1481,RSLM-n1-s44-d-seg274,Поднялись вместе.,,433.34,434.36,вместе подняться любопытно,s44,False
1482,RSLM-n1-s44-d-seg275,Любуемся.,,434.36,435.17,забор,s44,False
1483,RSLM-n1-s44-d-seg276,Там внизу забор.,,435.17,437.71,внизу забор INDX смотреть,s44,False
1484,RSLM-n1-s44-d-seg277,Смотрим.,,437.71,438.6,смотреть похоже похоже,s44,False
1485,RSLM-n1-s44-d-seg278,Похоже.,,438.6,439.2,похоже похоже К-о-с-т-ё-л,s44,False
1486,RSLM-n1-s44-d-seg279,Это костёл.,,439.2,440.3,похоже К-о-с-т-ё-л,s44,False
1487,RSLM-n1-s44-d-seg280,Что-то типа того.,,440.32,440.69,похоже что,s44,False
1488,RSLM-n1-s44-d-seg281,"Мужчины, опять мужчины священники глазеют.",,441.06,446.87,похоже мужчина снова снова мужчина священник глазеть ой,s44,False
1489,RSLM-n1-s44-d-seg282,Ой.,,446.87,447.86,ой INDX,s44,False
1490,RSLM-n1-s44-d-seg283,Тоже красивые мальчики.,,447.87,450.29,тот.же тот.же красивый мальчик,s44,False
1491,RSLM-n1-s44-d-seg284,Все сильные.,,450.3,451.67,все сильный,s44,False
1492,RSLM-n1-s44-d-seg285,Играют в волейбол.,,451.72,453.14,играть я,s44,False
1493,RSLM-n1-s44-d-seg286,Я удивилась.,,453.14,454.13,я удивиться думать,s44,False
1494,RSLM-n1-s44-d-seg287,Думаю.,,454.13,454.58,думать монастырь,s44,False
1495,RSLM-n1-s44-d-seg288,,,454.58,454.59,монастырь,s44,False
1496,RSLM-n1-s44-d-seg289,В монастыре никакого веселья.,,454.59,457.37,веселье ноль только,s44,False
1497,RSLM-n1-s44-d-seg290,нет,,456.56,457.4,ноль только,s44,False
1498,RSLM-n1-s44-d-seg291,Только читаю.,,457.38,458.22,читать,s44,False
1499,RSLM-n1-s44-d-seg292,Молятся.,,458.65,459.45,молиться молиться я,s44,False
1500,RSLM-n1-s44-d-seg293,Я думала.,,459.45,460.14,молиться я думать нет,s44,False
1501,RSLM-n1-s44-d-seg294,Нет.,,460.14,460.38,молиться нет волейбол,s44,False
1502,RSLM-n1-s44-d-seg295,Играют в волейбол.,,460.38,460.97,волейбол удивиться,s44,False
1503,RSLM-n1-s44-d-seg296,Удивительно.,,460.97,462.6,удивиться,s44,False
1504,RSLM-n1-s44-d-seg297,Разговариваем.,,463.02,463.92,разговаривать на ЖЯ глазеть,s44,False
1505,RSLM-n1-s44-d-seg298,Глазеем.,,463.92,464.79,глазеть разговаривать на ЖЯ,s44,False
1506,RSLM-n1-s44-d-seg299,Разговариваем.,,464.79,465.22,разговаривать на ЖЯ INDX,s44,False
1507,RSLM-n1-s44-d-seg300,Они смотрят.,,465.22,466.13,INDX смотреть:1 смотреть что.нужно,s44,False
1508,RSLM-n1-s44-d-seg301,Что нужно?,,466.13,466.83,что.нужно PRTCL INDX,s44,False
1509,RSLM-n1-s44-d-seg302,Мы глухие спустились.,,466.84,469.65,ладно спуститься INDX глухой спуститься,s44,False
1510,RSLM-n1-s44-d-seg303,Стучим.,,469.66,470.64,стучать стучать мужчина,s44,False
1511,RSLM-n1-s44-d-seg304,Мужчина открывает.,,470.65,471.4,дверь открывать.дверь что,s44,False
1512,RSLM-n1-s44-d-seg305,Что хотели?,,471.4,472.14,дверь что хотеть я,s44,False
1513,RSLM-n1-s44-d-seg306,Мы задавали вопросы о жизни.,,472.14,475.65,дверь я ладно PRTCL PRTCL ?священник жить INDX PRTCL+INDX вопрос:PL вопрос:PL,s44,False
1514,RSLM-n1-s44-d-seg307,Они от всего сердца отвечали.,,475.65,477.75,PRTCL от.всей.души отвечать:1 да,s44,False
1515,RSLM-n1-s44-d-seg308,Да.,,477.75,478.47,да В-а-с-я,s44,False
1516,RSLM-n1-s44-d-seg309,Лицо точно как у Васи.,,478.47,481.08,В-а-с-я лицо одинаковый В-а-с-я одинаковый да,s44,False
1517,RSLM-n1-s44-d-seg310,Да-да.,,481.08,481.73,да INDX,s44,False
1518,RSLM-n1-s44-d-seg311,Душевно пообщались.,,481.74,483.25,от.всей.души общаться общаться В-а-с-я,s44,False
1519,RSLM-n1-s44-d-seg312,Васи вместе не было.,,483.25,486.21,вместе быть:PST:не быть:PST:не INDX,s44,False
1520,RSLM-n1-s44-d-seg313,Да.,,486.3,486.86,да лицо,s44,False
1521,RSLM-n1-s44-d-seg314,Лицо похоже.,,486.86,487.62,лицо похожий похожий ??,s44,False
1522,RSLM-n1-s44-d-seg315,?,,487.62,488.19,похожий ??,s44,False
1523,RSLM-n1-s44-d-seg316,Васи в том месте не было.,,488.99,490.88,похожий В-а-с-я место быть:PST:не,s44,False
1524,RSLM-n1-s44-d-seg317,Я смотрю на него.,,490.89,492.01,я INDX смотреть В-а-с-я,s44,False
1525,RSLM-n1-s44-d-seg318,Лицо точно как у Васи.,,492.02,493.99,лицо одинаковый одинаковый В-а-с-я,s44,False
1526,RSLM-n1-s44-d-seg319,У Васи было немного толстое лицо.,,494.0,497.76,раньше быть:PST лицо толстый толстый чуть-чуть толстый INDX,s44,False
1527,RSLM-n1-s44-d-seg320,Он худой.,,497.76,498.5,худой худой ?В-а-с-я,s44,False
1528,RSLM-n1-s44-d-seg321,Лицо худое.,,498.5,499.93,?В-а-с-я лицо худой худой лицо одинаковый одинаковый,s44,False
1529,RSLM-n1-s44-d-seg322,Точно как у Васи.,,499.93,501.15,В-а-с-я,s44,False
1530,RSLM-n1-s44-d-seg323,Да.,,501.17,501.4,да,s44,False
1531,RSLM-n1-s44-d-seg324,Вот так.,,501.65,502.47,INDX PRTCL,s44,False
1532,RSLM-n1-s44-d-seg325,Я хотела...,,502.74,504.19,ладно я хотеть я,s44,False
1533,RSLM-n1-s44-d-seg326,Я мечтала.,,504.19,505.08,INDX мечтать как,s44,False
1534,RSLM-n1-s44-d-seg327,А как там внутри?,,505.08,507.12,как INDX кл внутрь INDX,s44,False
1535,RSLM-n1-s44-d-seg328,Нет.,,507.15,507.52,не INDX здесь,s44,False
1536,RSLM-n1-s44-d-seg329,Там ничего нет.,,507.53,508.6,ничего нет INDX,s44,False
1537,RSLM-n1-s44-d-seg330,Там просто общежитие.,,508.6,510.58,просто общежитие тот.же тот.же,s44,False
1538,RSLM-n1-s44-d-seg331,Все живут.,,510.59,511.7,все жить,s44,False
1539,RSLM-n1-s44-d-seg332,А служба в другом месте.,,511.71,513.49,а служба INDX INDX и,s44,False
1540,RSLM-n1-s44-d-seg333,И рассказали нам.,,513.5,514.38,рассказывать:1,s44,False
1541,RSLM-n1-s44-d-seg334,Завтра будет служба.,,514.39,517.91,служба ?улица ?улица завтра я служба INDX INDX,s44,False
1542,RSLM-n1-s44-d-seg335,Я предвкушаю.,,517.91,519.65,я предвкушать,s44,False
1543,RSLM-n1-s44-d-seg336,"Рассказали, что скоро будет.",,519.65,521.02,INDX близко рассказывать:1 ?улица завтра,s44,False
1544,RSLM-n1-s44-d-seg337,На следующий день ищут.,,521.03,522.48,INDX искать,s44,False
